time,open,close,high,low,volume
2024-03-04 09:30:00,14.65,14.65,14.65,14.65,106.0
2024-03-04 09:31:00,14.65,14.6,14.65,14.56,238.0
2024-03-04 09:32:00,14.61,14.61,14.68,14.59,559.0
2024-03-04 09:33:00,14.61,14.59,14.61,14.59,403.0
2024-03-04 09:34:00,14.59,14.6,14.6,14.55,283.0
2024-03-04 09:35:00,14.58,14.57,14.6,14.57,164.0
2024-03-04 09:36:00,14.57,14.56,14.58,14.56,120.0
2024-03-04 09:37:00,14.56,14.56,14.57,14.55,156.0
2024-03-04 09:38:00,14.56,14.55,14.57,14.55,284.0
2024-03-04 09:39:00,14.55,14.56,14.57,14.55,131.0
2024-03-04 09:40:00,14.56,14.53,14.57,14.53,310.0
2024-03-04 09:41:00,14.54,14.55,14.56,14.54,144.0
2024-03-04 09:42:00,14.55,14.5,14.55,14.5,424.0
2024-03-04 09:43:00,14.5,14.49,14.54,14.49,543.0
2024-03-04 09:44:00,14.49,14.5,14.51,14.49,91.0
2024-03-04 09:45:00,14.49,14.49,14.51,14.49,181.0
2024-03-04 09:46:00,14.5,14.45,14.5,14.45,533.0
2024-03-04 09:47:00,14.47,14.46,14.48,14.45,208.0
2024-03-04 09:48:00,14.46,14.5,14.51,14.46,329.0
2024-03-04 09:49:00,14.5,14.49,14.51,14.47,284.0
2024-03-04 09:50:00,14.49,14.52,14.54,14.49,280.0
2024-03-04 09:51:00,14.52,14.5,14.52,14.5,94.0
2024-03-04 09:52:00,14.5,14.48,14.51,14.48,129.0
2024-03-04 09:53:00,14.48,14.46,14.48,14.45,253.0
2024-03-04 09:54:00,14.46,14.47,14.47,14.45,186.0
2024-03-04 09:55:00,14.47,14.46,14.47,14.46,61.0
2024-03-04 09:56:00,14.47,14.44,14.47,14.44,528.0
2024-03-04 09:57:00,14.44,14.49,14.49,14.44,106.0
2024-03-04 09:58:00,14.49,14.47,14.49,14.45,86.0
2024-03-04 09:59:00,14.47,14.45,14.47,14.44,61.0
2024-03-04 10:00:00,14.45,14.44,14.47,14.44,111.0
2024-03-04 10:01:00,14.45,14.47,14.47,14.44,99.0
2024-03-04 10:02:00,14.46,14.42,14.46,14.42,359.0
2024-03-04 10:03:00,14.42,14.42,14.43,14.42,19.0
2024-03-04 10:04:00,14.42,14.44,14.44,14.41,251.0
2024-03-04 10:05:00,14.44,14.42,14.44,14.41,100.0
2024-03-04 10:06:00,14.42,14.41,14.42,14.41,388.0
2024-03-04 10:07:00,14.41,14.39,14.41,14.39,594.0
2024-03-04 10:08:00,14.39,14.39,14.39,14.38,107.0
2024-03-04 10:09:00,14.39,14.37,14.39,14.37,208.0
2024-03-04 10:10:00,14.37,14.37,14.38,14.36,526.0
2024-03-04 10:11:00,14.36,14.38,14.38,14.36,265.0
2024-03-04 10:12:00,14.37,14.38,14.41,14.37,238.0
2024-03-04 10:13:00,14.4,14.41,14.42,14.4,68.0
2024-03-04 10:14:00,14.41,14.39,14.41,14.39,104.0
2024-03-04 10:15:00,14.39,14.39,14.39,14.37,171.0
2024-03-04 10:16:00,14.37,14.38,14.39,14.37,67.0
2024-03-04 10:17:00,14.38,14.39,14.39,14.38,151.0
2024-03-04 10:18:00,14.39,14.4,14.4,14.38,126.0
2024-03-04 10:19:00,14.4,14.39,14.4,14.39,119.0
2024-03-04 10:20:00,14.39,14.37,14.39,14.35,542.0
2024-03-04 10:21:00,14.37,14.37,14.38,14.36,72.0
2024-03-04 10:22:00,14.37,14.37,14.37,14.36,78.0
