time,open,close,high,low,volume
2024-03-15 09:30:00,0.489,0.489,0.489,0.489,135591
2024-03-15 09:31:00,0.489,0.49,0.49,0.488,391237
2024-03-15 09:32:00,0.49,0.49,0.491,0.49,291730
2024-03-15 09:33:00,0.49,0.491,0.491,0.49,187019
2024-03-15 09:34:00,0.491,0.491,0.492,0.49,85728
2024-03-15 09:35:00,0.491,0.49,0.491,0.49,111780
2024-03-15 09:36:00,0.49,0.491,0.491,0.49,28175
2024-03-15 09:37:00,0.491,0.49,0.491,0.49,182722
2024-03-15 09:38:00,0.49,0.491,0.491,0.49,44798
2024-03-15 09:39:00,0.491,0.49,0.491,0.49,41179
2024-03-15 09:40:00,0.49,0.491,0.491,0.489,32751
2024-03-15 09:41:00,0.491,0.49,0.491,0.49,61219
2024-03-15 09:42:00,0.49,0.49,0.49,0.49,110109
2024-03-15 09:43:00,0.489,0.489,0.49,0.489,81577
2024-03-15 09:44:00,0.488,0.488,0.489,0.488,28829
2024-03-15 09:45:00,0.488,0.488,0.489,0.488,118798
2024-03-15 09:46:00,0.488,0.488,0.489,0.488,7231
2024-03-15 09:47:00,0.489,0.488,0.489,0.488,20342
2024-03-15 09:48:00,0.488,0.487,0.488,0.487,161425
2024-03-15 09:49:00,0.488,0.488,0.489,0.487,257048
2024-03-15 09:50:00,0.488,0.489,0.489,0.488,64175
2024-03-15 09:51:00,0.489,0.489,0.489,0.488,39009
2024-03-15 09:52:00,0.489,0.489,0.489,0.488,9257
2024-03-15 09:53:00,0.489,0.489,0.489,0.488,59799
2024-03-15 09:54:00,0.489,0.49,0.49,0.489,41742
2024-03-15 09:55:00,0.49,0.489,0.49,0.489,62699
2024-03-15 09:56:00,0.489,0.489,0.489,0.489,51074
2024-03-15 09:57:00,0.489,0.489,0.489,0.488,4444
2024-03-15 09:58:00,0.489,0.489,0.489,0.488,2817
2024-03-15 09:59:00,0.489,0.489,0.489,0.488,2433
2024-03-15 10:00:00,0.489,0.488,0.489,0.488,108430
2024-03-15 10:01:00,0.488,0.487,0.488,0.486,118476
2024-03-15 10:02:00,0.486,0.486,0.487,0.485,179210
2024-03-15 10:03:00,0.486,0.485,0.486,0.485,62579
2024-03-15 10:04:00,0.486,0.486,0.486,0.485,41857
2024-03-15 10:05:00,0.486,0.486,0.486,0.485,198102
2024-03-15 10:06:00,0.486,0.486,0.487,0.486,81931
2024-03-15 10:07:00,0.486,0.486,0.486,0.485,27084
2024-03-15 10:08:00,0.486,0.486,0.486,0.485,8915
2024-03-15 10:09:00,0.486,0.485,0.486,0.485,85939
2024-03-15 10:10:00,0.486,0.487,0.487,0.485,39072
2024-03-15 10:11:00,0.487,0.487,0.487,0.487,4688
2024-03-15 10:12:00,0.487,0.487,0.487,0.486,74684
2024-03-15 10:13:00,0.488,0.488,0.488,0.487,37775
2024-03-15 10:14:00,0.488,0.487,0.488,0.486,85977
2024-03-15 10:15:00,0.487,0.487,0.488,0.487,35722
2024-03-15 10:16:00,0.487,0.487,0.488,0.487,48938
2024-03-15 10:17:00,0.487,0.488,0.488,0.487,3921
2024-03-15 10:18:00,0.487,0.487,0.488,0.487,38859
2024-03-15 10:19:00,0.487,0.487,0.487,0.487,2556
2024-03-15 10:20:00,0.487,0.487,0.487,0.487,10149
2024-03-15 10:21:00,0.487,0.488,0.488,0.487,46278
2024-03-15 10:22:00,0.487,0.487,0.488,0.486,63072
2024-03-15 10:23:00,0.487,0.487,0.487,0.486,4927
2024-03-15 10:24:00,0.487,0.487,0.488,0.487,47525
2024-03-15 10:25:00,0.487,0.487,0.487,0.486,3318
2024-03-15 10:26:00,0.487,0.486,0.487,0.485,132866
2024-03-15 10:27:00,0.485,0.486,0.487,0.485,52609
2024-03-15 10:28:00,0.486,0.486,0.487,0.485,85069
2024-03-15 10:29:00,0.487,0.487,0.487,0.486,12014
2024-03-15 10:30:00,0.487,0.486,0.487,0.486,1466
2024-03-15 10:31:00,0.486,0.487,0.487,0.486,13658
2024-03-15 10:32:00,0.487,0.487,0.487,0.487,917
2024-03-15 10:33:00,0.487,0.487,0.487,0.486,1459
2024-03-15 10:34:00,0.487,0.486,0.487,0.486,4481
2024-03-15 10:35:00,0.486,0.487,0.487,0.486,13715
2024-03-15 10:36:00,0.486,0.486,0.487,0.486,60958
2024-03-15 10:37:00,0.486,0.485,0.486,0.485,19897
2024-03-15 10:38:00,0.485,0.486,0.486,0.485,2687
2024-03-15 10:39:00,0.486,0.486,0.486,0.485,3153
2024-03-15 10:40:00,0.486,0.486,0.486,0.485,2450
2024-03-15 10:41:00,0.486,0.486,0.486,0.485,5881
2024-03-15 10:42:00,0.485,0.485,0.486,0.485,4822
2024-03-15 10:43:00,0.485,0.485,0.486,0.485,2604
2024-03-15 10:44:00,0.485,0.485,0.486,0.485,5600
2024-03-15 10:45:00,0.485,0.485,0.486,0.485,215223
2024-03-15 10:46:00,0.485,0.485,0.486,0.485,22634
2024-03-15 10:47:00,0.485,0.485,0.486,0.485,3346
2024-03-15 10:48:00,0.486,0.485,0.486,0.484,94033
2024-03-15 10:49:00,0.485,0.485,0.485,0.485,35668
2024-03-15 10:50:00,0.485,0.486,0.486,0.485,3706
2024-03-15 10:51:00,0.486,0.485,0.486,0.485,93233
2024-03-15 10:52:00,0.485,0.485,0.485,0.485,16173
2024-03-15 10:53:00,0.486,0.486,0.486,0.486,2625
2024-03-15 10:54:00,0.486,0.485,0.486,0.485,2126
2024-03-15 10:55:00,0.485,0.486,0.486,0.485,1987
2024-03-15 10:56:00,0.486,0.485,0.486,0.485,5346
2024-03-15 10:57:00,0.486,0.485,0.486,0.484,110140
2024-03-15 10:58:00,0.485,0.484,0.485,0.484,80550
2024-03-15 10:59:00,0.484,0.485,0.485,0.484,336
2024-03-15 11:00:00,0.484,0.484,0.485,0.484,5564
2024-03-15 11:01:00,0.484,0.484,0.485,0.484,1035
2024-03-15 11:02:00,0.484,0.485,0.485,0.484,32163
2024-03-15 11:03:00,0.485,0.486,0.486,0.485,39688
2024-03-15 11:04:00,0.486,0.486,0.486,0.485,5590
2024-03-15 11:05:00,0.486,0.485,0.486,0.485,9687
2024-03-15 11:06:00,0.486,0.486,0.486,0.486,8355
2024-03-15 11:07:00,0.486,0.485,0.486,0.485,2146
2024-03-15 11:08:00,0.485,0.486,0.486,0.485,51341
2024-03-15 11:09:00,0.486,0.486,0.486,0.485,12800
2024-03-15 11:10:00,0.486,0.486,0.486,0.486,2527
2024-03-15 11:11:00,0.485,0.486,0.486,0.485,852
2024-03-15 11:12:00,0.486,0.486,0.486,0.486,1373
2024-03-15 11:13:00,0.485,0.486,0.486,0.485,1571
2024-03-15 11:14:00,0.486,0.486,0.486,0.485,2258
2024-03-15 11:15:00,0.486,0.486,0.486,0.486,1134
2024-03-15 11:16:00,0.485,0.484,0.486,0.484,116879
2024-03-15 11:17:00,0.485,0.485,0.485,0.485,78368
2024-03-15 11:18:00,0.485,0.485,0.486,0.485,46625
2024-03-15 11:19:00,0.485,0.485,0.485,0.485,92107
2024-03-15 11:20:00,0.486,0.484,0.486,0.484,38196
2024-03-15 11:21:00,0.484,0.485,0.485,0.484,2293
2024-03-15 11:22:00,0.484,0.485,0.485,0.484,5385
2024-03-15 11:23:00,0.485,0.485,0.485,0.484,1542
2024-03-15 11:24:00,0.485,0.485,0.485,0.484,35777
2024-03-15 11:25:00,0.486,0.486,0.486,0.485,57807
2024-03-15 11:26:00,0.485,0.485,0.486,0.485,54075
2024-03-15 11:27:00,0.485,0.485,0.485,0.484,1948
2024-03-15 11:28:00,0.485,0.485,0.485,0.484,30883
2024-03-15 11:29:00,0.484,0.484,0.485,0.484,7377
2024-03-15 11:30:00,0.484,0.485,0.485,0.484,2406
2024-03-15 13:01:00,0.485,0.485,0.485,0.484,73027
2024-03-15 13:02:00,0.485,0.486,0.486,0.485,1469
