time,open,close,high,low,volume
2024-03-11 09:30:00,4.28,4.28,4.28,4.28,228.0
2024-03-11 09:31:00,4.28,4.32,4.32,4.28,2981.0
2024-03-11 09:32:00,4.32,4.29,4.32,4.29,1113.0
2024-03-11 09:33:00,4.28,4.29,4.3,4.28,1083.0
2024-03-11 09:34:00,4.29,4.28,4.3,4.28,353.0
2024-03-11 09:35:00,4.28,4.29,4.29,4.28,185.0
2024-03-11 09:36:00,4.29,4.29,4.29,4.28,227.0
2024-03-11 09:37:00,4.29,4.3,4.3,4.29,110.0
2024-03-11 09:38:00,4.3,4.29,4.3,4.29,634.0
2024-03-11 09:39:00,4.29,4.27,4.29,4.27,409.0
2024-03-11 09:40:00,4.27,4.27,4.28,4.27,292.0
2024-03-11 09:41:00,4.28,4.28,4.28,4.27,519.0
2024-03-11 09:42:00,4.28,4.29,4.29,4.28,780.0
2024-03-11 09:43:00,4.29,4.29,4.3,4.29,591.0
2024-03-11 09:44:00,4.29,4.29,4.29,4.28,697.0
2024-03-11 09:45:00,4.3,4.3,4.31,4.29,2749.0
2024-03-11 09:46:00,4.3,4.3,4.31,4.29,470.0
2024-03-11 09:47:00,4.3,4.3,4.3,4.29,589.0
2024-03-11 09:48:00,4.3,4.3,4.3,4.29,1111.0
2024-03-11 09:49:00,4.3,4.3,4.31,4.3,215.0
2024-03-11 09:50:00,4.3,4.31,4.31,4.3,222.0
2024-03-11 09:51:00,4.31,4.31,4.32,4.31,1010.0
2024-03-11 09:52:00,4.32,4.31,4.32,4.31,755.0
2024-03-11 09:53:00,4.31,4.32,4.33,4.31,1039.0
2024-03-11 09:54:00,4.33,4.32,4.33,4.32,470.0
2024-03-11 09:55:00,4.32,4.32,4.32,4.32,8.0
2024-03-11 09:56:00,4.32,4.31,4.32,4.31,933.0
2024-03-11 09:57:00,4.31,4.31,4.32,4.31,113.0
2024-03-11 09:58:00,4.31,4.31,4.32,4.31,233.0
2024-03-11 09:59:00,4.31,4.31,4.32,4.31,587.0
2024-03-11 10:00:00,4.31,4.31,4.32,4.31,58.0
2024-03-11 10:01:00,4.31,4.32,4.32,4.31,467.0
2024-03-11 10:02:00,4.31,4.3,4.31,4.3,3428.0
2024-03-11 10:03:00,4.3,4.29,4.3,4.29,410.0
2024-03-11 10:04:00,4.29,4.3,4.3,4.29,46.0
2024-03-11 10:05:00,4.3,4.29,4.3,4.29,537.0
2024-03-11 10:06:00,4.3,4.31,4.31,4.3,229.0
