time,open,close,high,low,volume
2024-03-07 09:30:00,4.4,4.4,4.4,4.4,325.0
2024-03-07 09:31:00,4.41,4.41,4.42,4.41,1306.0
2024-03-07 09:32:00,4.41,4.42,4.42,4.41,355.0
2024-03-07 09:33:00,4.41,4.41,4.42,4.41,852.0
2024-03-07 09:34:00,4.41,4.42,4.42,4.41,748.0
2024-03-07 09:35:00,4.41,4.41,4.42,4.41,1118.0
2024-03-07 09:36:00,4.41,4.41,4.42,4.41,2132.0
2024-03-07 09:37:00,4.41,4.4,4.41,4.4,673.0
2024-03-07 09:38:00,4.4,4.41,4.41,4.4,197.0
2024-03-07 09:39:00,4.41,4.4,4.41,4.4,711.0
2024-03-07 09:40:00,4.4,4.41,4.41,4.4,617.0
2024-03-07 09:41:00,4.41,4.4,4.41,4.4,213.0
2024-03-07 09:42:00,4.4,4.42,4.42,4.4,1547.0
2024-03-07 09:43:00,4.41,4.42,4.42,4.41,97.0
2024-03-07 09:44:00,4.42,4.42,4.42,4.42,147.0
2024-03-07 09:45:00,4.41,4.42,4.42,4.41,734.0
2024-03-07 09:46:00,4.42,4.43,4.43,4.41,715.0
2024-03-07 09:47:00,4.43,4.42,4.43,4.42,119.0
2024-03-07 09:48:00,4.42,4.42,4.43,4.42,170.0
2024-03-07 09:49:00,4.43,4.42,4.43,4.42,88.0
2024-03-07 09:50:00,4.42,4.43,4.43,4.42,806.0
2024-03-07 09:51:00,4.43,4.43,4.43,4.42,58.0
2024-03-07 09:52:00,4.43,4.43,4.43,4.42,501.0
2024-03-07 09:53:00,4.43,4.42,4.43,4.42,439.0
2024-03-07 09:54:00,4.42,4.43,4.43,4.42,411.0
2024-03-07 09:55:00,4.43,4.43,4.43,4.42,235.0
2024-03-07 09:56:00,4.42,4.42,4.43,4.42,607.0
2024-03-07 09:57:00,4.42,4.43,4.43,4.42,646.0
2024-03-07 09:58:00,4.43,4.44,4.44,4.42,2644.0
2024-03-07 09:59:00,4.43,4.44,4.45,4.43,2189.0
2024-03-07 10:00:00,4.45,4.46,4.46,4.44,3210.0
2024-03-07 10:01:00,4.45,4.45,4.45,4.44,1621.0
2024-03-07 10:02:00,4.45,4.45,4.46,4.44,1773.0
2024-03-07 10:03:00,4.45,4.45,4.46,4.45,3186.0
2024-03-07 10:04:00,4.46,4.46,4.46,4.45,1028.0
2024-03-07 10:05:00,4.46,4.45,4.46,4.45,1565.0
2024-03-07 10:06:00,4.45,4.45,4.45,4.44,378.0
2024-03-07 10:07:00,4.44,4.45,4.45,4.44,733.0
2024-03-07 10:08:00,4.45,4.45,4.46,4.44,3351.0
2024-03-07 10:09:00,4.45,4.46,4.46,4.45,210.0
2024-03-07 10:10:00,4.45,4.45,4.46,4.44,1055.0
2024-03-07 10:11:00,4.45,4.45,4.45,4.45,130.0
2024-03-07 10:12:00,4.45,4.44,4.45,4.44,193.0
2024-03-07 10:13:00,4.44,4.44,4.45,4.44,421.0
2024-03-07 10:14:00,4.44,4.45,4.45,4.44,29.0
2024-03-07 10:15:00,4.45,4.45,4.45,4.44,197.0
2024-03-07 10:16:00,4.44,4.44,4.45,4.44,1142.0
2024-03-07 10:17:00,4.44,4.44,4.44,4.43,1168.0
2024-03-07 10:18:00,4.44,4.44,4.44,4.43,2580.0
2024-03-07 10:19:00,4.44,4.44,4.45,4.44,778.0
2024-03-07 10:20:00,4.44,4.45,4.45,4.44,108.0
2024-03-07 10:21:00,4.45,4.44,4.45,4.44,273.0
2024-03-07 10:22:00,4.44,4.45,4.45,4.44,54.0
2024-03-07 10:23:00,4.45,4.44,4.45,4.44,289.0
2024-03-07 10:24:00,4.45,4.44,4.45,4.44,151.0
2024-03-07 10:25:00,4.45,4.44,4.45,4.44,493.0
2024-03-07 10:26:00,4.44,4.44,4.45,4.44,753.0
2024-03-07 10:27:00,4.44,4.44,4.45,4.44,1447.0
2024-03-07 10:28:00,4.44,4.44,4.45,4.44,847.0
2024-03-07 10:29:00,4.45,4.45,4.46,4.45,4583.0
2024-03-07 10:30:00,4.45,4.45,4.46,4.45,61.0
2024-03-07 10:31:00,4.45,4.47,4.47,4.45,3709.0
2024-03-07 10:32:00,4.47,4.47,4.47,4.46,192.0
2024-03-07 10:33:00,4.46,4.46,4.47,4.46,140.0
2024-03-07 10:34:00,4.47,4.47,4.47,4.46,788.0
2024-03-07 10:35:00,4.47,4.47,4.47,4.46,93.0
2024-03-07 10:36:00,4.47,4.47,4.47,4.47,47.0
2024-03-07 10:37:00,4.47,4.45,4.47,4.45,883.0
2024-03-07 10:38:00,4.45,4.46,4.46,4.45,29.0
2024-03-07 10:39:00,4.46,4.45,4.46,4.45,394.0
2024-03-07 10:40:00,4.45,4.45,4.46,4.45,117.0
2024-03-07 10:41:00,4.45,4.46,4.46,4.45,9.0
2024-03-07 10:42:00,4.46,4.46,4.46,4.45,373.0
2024-03-07 10:43:00,4.46,4.45,4.46,4.45,110.0
2024-03-07 10:44:00,4.45,4.46,4.46,4.45,58.0
2024-03-07 10:45:00,4.46,4.46,4.46,4.46,133.0
2024-03-07 10:46:00,4.46,4.46,4.46,4.45,116.0
2024-03-07 10:47:00,4.46,4.46,4.46,4.46,16.0
2024-03-07 10:48:00,4.46,4.45,4.46,4.45,260.0
2024-03-07 10:49:00,4.45,4.45,4.46,4.45,3150.0
2024-03-07 10:50:00,4.45,4.45,4.45,4.45,1037.0
2024-03-07 10:51:00,4.45,4.45,4.45,4.44,386.0
2024-03-07 10:52:00,4.45,4.46,4.46,4.45,248.0
2024-03-07 10:53:00,4.46,4.46,4.46,4.45,12.0
2024-03-07 10:54:00,4.46,4.46,4.46,4.45,69.0
2024-03-07 10:55:00,4.46,4.46,4.46,4.45,369.0
2024-03-07 10:56:00,4.46,4.46,4.46,4.45,53.0
2024-03-07 10:57:00,4.46,4.45,4.46,4.45,43.0
2024-03-07 10:58:00,4.45,4.46,4.46,4.45,442.0
2024-03-07 10:59:00,4.45,4.45,4.45,4.45,249.0
2024-03-07 11:00:00,4.45,4.45,4.45,4.45,42.0
2024-03-07 11:01:00,4.45,4.44,4.45,4.44,58.0
2024-03-07 11:02:00,4.44,4.44,4.45,4.44,64.0
2024-03-07 11:03:00,4.44,4.44,4.45,4.44,1891.0
2024-03-07 11:04:00,4.44,4.43,4.44,4.43,648.0
2024-03-07 11:05:00,4.43,4.43,4.44,4.43,266.0
2024-03-07 11:06:00,4.43,4.43,4.44,4.43,282.0
2024-03-07 11:07:00,4.43,4.44,4.44,4.43,305.0
2024-03-07 11:08:00,4.44,4.43,4.44,4.43,712.0
2024-03-07 11:09:00,4.43,4.42,4.43,4.42,2787.0
2024-03-07 11:10:00,4.42,4.42,4.42,4.42,106.0
2024-03-07 11:11:00,4.42,4.43,4.43,4.42,29.0
2024-03-07 11:12:00,4.43,4.43,4.43,4.43,142.0
2024-03-07 11:13:00,4.43,4.43,4.43,4.42,309.0
2024-03-07 11:14:00,4.43,4.43,4.44,4.43,1321.0
2024-03-07 11:15:00,4.43,4.44,4.44,4.43,472.0
2024-03-07 11:16:00,4.44,4.44,4.44,4.43,178.0
2024-03-07 11:17:00,4.45,4.45,4.45,4.44,727.0
2024-03-07 11:18:00,4.45,4.45,4.45,4.44,36.0
2024-03-07 11:19:00,4.45,4.45,4.45,4.44,364.0
2024-03-07 11:20:00,4.45,4.45,4.45,4.44,82.0
2024-03-07 11:21:00,4.44,4.44,4.44,4.43,589.0
2024-03-07 11:22:00,4.44,4.42,4.44,4.42,4151.0
2024-03-07 11:23:00,4.42,4.41,4.42,4.41,1241.0
2024-03-07 11:24:00,4.41,4.42,4.42,4.41,339.0
2024-03-07 11:25:00,4.42,4.42,4.42,4.41,358.0
2024-03-07 11:26:00,4.42,4.42,4.42,4.41,185.0
2024-03-07 11:27:00,4.42,4.42,4.42,4.41,590.0
2024-03-07 11:28:00,4.42,4.42,4.42,4.41,141.0
2024-03-07 11:29:00,4.42,4.42,4.42,4.41,258.0
