time,open,close,high,low,volume
2024-03-07 09:30:00,3040.21,3040.21,3040.21,3040.21,3090613
2024-03-07 09:31:00,3040.95,3048.24,3048.33,3040.95,8009312
2024-03-07 09:32:00,3048.36,3047.51,3049.62,3046.92,4984433
2024-03-07 09:33:00,3047.02,3049.88,3050.0,3047.02,4167177
2024-03-07 09:34:00,3049.63,3049.92,3050.17,3048.93,3734254
2024-03-07 09:35:00,3049.62,3048.43,3050.12,3048.43,3215491
2024-03-07 09:36:00,3048.86,3047.69,3048.97,3047.46,3213465
2024-03-07 09:37:00,3047.73,3046.88,3048.1,3046.88,3206661
2024-03-07 09:38:00,3046.81,3047.11,3047.5,3046.81,2834961
2024-03-07 09:39:00,3047.01,3045.14,3047.01,3044.03,3019934
2024-03-07 09:40:00,3045.16,3046.67,3046.75,3045.16,2688556
2024-03-07 09:41:00,3047.43,3047.54,3047.54,3046.15,2747274
2024-03-07 09:42:00,3047.52,3047.55,3048.67,3047.52,3044988
2024-03-07 09:43:00,3047.52,3050.68,3050.68,3047.52,2822513
2024-03-07 09:44:00,3050.51,3051.0,3051.48,3050.43,3421867
2024-03-07 09:45:00,3050.71,3051.41,3051.41,3050.53,2633589
2024-03-07 09:46:00,3051.25,3051.35,3051.95,3050.42,2686785
2024-03-07 09:47:00,3051.51,3052.9,3052.9,3051.01,2553560
2024-03-07 09:48:00,3053.03,3052.57,3053.31,3052.57,2459585
2024-03-07 09:49:00,3052.59,3052.1,3053.11,3051.74,2600937
2024-03-07 09:50:00,3052.01,3052.06,3052.24,3051.22,2353565
2024-03-07 09:51:00,3051.34,3051.47,3051.87,3050.91,2297815
2024-03-07 09:52:00,3051.54,3053.73,3053.73,3051.46,2681291
2024-03-07 09:53:00,3053.37,3053.19,3053.64,3052.77,2474941
2024-03-07 09:54:00,3053.25,3053.6,3053.98,3052.81,2213150
2024-03-07 09:55:00,3053.89,3054.77,3054.77,3053.78,2068451
2024-03-07 09:56:00,3054.24,3056.58,3056.58,3054.24,2568705
2024-03-07 09:57:00,3056.68,3056.33,3056.68,3055.62,2322805
2024-03-07 09:58:00,3056.14,3056.34,3056.61,3055.72,2380613
2024-03-07 09:59:00,3056.11,3055.16,3056.46,3054.7,2383545
2024-03-07 10:00:00,3055.39,3053.86,3055.39,3053.85,2448534
2024-03-07 10:01:00,3053.93,3054.81,3055.21,3052.54,4083378
2024-03-07 10:02:00,3055.29,3057.63,3057.63,3055.29,2757648
2024-03-07 10:03:00,3057.64,3059.08,3059.15,3057.29,3574193
2024-03-07 10:04:00,3058.7,3057.53,3059.2,3057.46,2467578
2024-03-07 10:05:00,3056.95,3054.55,3056.95,3054.1,2372053
2024-03-07 10:06:00,3054.33,3052.64,3054.33,3052.38,2413780
2024-03-07 10:07:00,3052.15,3052.07,3052.54,3051.31,2158580
2024-03-07 10:08:00,3052.07,3053.48,3054.03,3051.96,1984654
2024-03-07 10:09:00,3053.67,3052.68,3053.96,3052.64,1822394
2024-03-07 10:10:00,3052.92,3051.0,3053.05,3051.0,2053321
2024-03-07 10:11:00,3051.23,3051.27,3051.48,3050.48,2281471
2024-03-07 10:12:00,3051.83,3053.26,3053.73,3051.83,2105806
2024-03-07 10:13:00,3053.24,3052.0,3053.28,3052.0,1720466
2024-03-07 10:14:00,3051.9,3052.35,3052.94,3051.63,1552763
